6 68 -11.2636 2.8    -23.23012285
6 69 -11.2636 2.9    -23.41467481
6 70 -11.2636 3    -23.60225698
6 71 -11.2636 3.1    -23.79229851
6 72 -11.2636 3.2    -23.98432754
6 73 -11.2636 3.3    -24.17795721
6 74 -11.2636 3.4    -24.37287235
6 75 -11.2636 3.5    -24.56881759
6 76 -11.2636 3.6    -24.76558679
6 77 -11.2636 3.7    -24.96301414
6 78 -11.2636 3.8     -25.1609666
6 79 -11.2636 3.9    -25.35933764
6 80 -11.2636 4    -25.55804211
7 0 -11.1409 -4    -24.00170774
7 1 -11.1409 -3.9    -23.90190983
7 2 -11.1409 -3.8    -23.80216414
7 3 -11.1409 -3.7    -23.70248413
7 4 -11.1409 -3.6    -23.60288672
7 5 -11.1409 -3.5    -23.50339314
7 6 -11.1409 -3.4    -23.40403003
7 7 -11.1409 -3.3     -23.3048308
7 8 -11.1409 -3.2    -23.20583727
7 9 -11.1409 -3.1    -23.10710176
7 10 -11.1409 -3     -23.0086896
7 11 -11.1409 -2.9    -22.91068215
7 12 -11.1409 -2.8    -22.81318053
7 13 -11.1409 -2.7    -22.71630993
7 14 -11.1409 -2.6    -22.62022472
7 15 -11.1409 -2.5    -22.52511423
7 16 -11.1409 -2.4    -22.43120906
7 17 -11.1409 -2.3    -22.33878777
7 18 -11.1409 -2.2    -22.24818322
7 19 -11.1409 -2.1     -22.1597879
7 20 -11.1409 -2    -22.07405678
7 21 -11.1409 -1.9    -21.99150613
7 22 -11.1409 -1.8    -21.91270597
7 23 -11.1409 -1.7    -21.83826399
7 24 -11.1409 -1.6    -21.76879894
7 25 -11.1409 -1.5    -21.70490273
7 26 -11.1409 -1.4     -21.6470928
7 27 -11.1409 -1.3    -21.59575927
7 28 -11.1409 -1.2    -21.55111486
7 29 -11.1409 -1.1    -21.51315746
7 30 -11.1409 -1    -21.48165521
7 31 -11.1409 -0.9    -21.45615979
7 32 -11.1409 -0.8    -21.43604763
7 33 -11.1409 -0.7    -21.42058136
7 34 -11.1409 -0.6    -21.40897936
7 35 -11.1409 -0.5    -21.40048031
7 36 -11.1409 -0.4    -21.39439277
7 37 -11.1409 -0.3    -21.39012547
7 38 -11.1409 -0.2    -21.38719902
7 39 -11.1409 -0.1    -21.38524356
7 40 -11.1409 0    -21.38398795
7 41 -11.1409 0.1    -21.38324608
7 42 -11.1409 0.2    -21.38290442
7 43 -11.1409 0.3    -21.38291385
7 44 -11.1409 0.4    -21.38328804
